0.000000000000000000e+00,1.981215983848481077e-01,0.000000000000000000e+00,4.838076504182259319e-01
2.500000000000000000e-01,2.022411536950465272e-01,0.000000000000000000e+00,4.838076504182259319e-01
5.000000000000000000e-01,1.975951826215159302e-01,0.000000000000000000e+00,4.838076504182259319e-01
7.500000000000000000e-01,1.858263593744464703e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.000000000000000000e+00,1.746870512209055537e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.250000000000000000e+00,1.698862451187792555e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.500000000000000000e+00,1.606727285835027053e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.750000000000000000e+00,1.524311445932630960e-01,0.000000000000000000e+00,4.838076504182259319e-01
2.000000000000000000e+00,1.485140175997650136e-01,0.000000000000000000e+00,4.838076504182259319e-01
2.250000000000000000e+00,1.448609404203035356e-01,0.000000000000000000e+00,4.838076504182259319e-01
2.500000000000000000e+00,1.429803544292088113e-01,0.000000000000000000e+00,4.838076504182259319e-01
2.750000000000000000e+00,1.369115992298701179e-01,0.000000000000000000e+00,4.838076504182259319e-01
3.000000000000000000e+00,1.308199941287838952e-01,0.000000000000000000e+00,4.838076504182259319e-01
3.250000000000000000e+00,1.249755427125921331e-01,0.000000000000000000e+00,4.838076504182259319e-01
3.500000000000000000e+00,1.217895851662245399e-01,0.000000000000000000e+00,4.838076504182259319e-01
3.750000000000000000e+00,1.151694046768744206e-01,0.000000000000000000e+00,4.838076504182259319e-01
4.000000000000000000e+00,1.095320951302902746e-01,0.000000000000000000e+00,4.838076504182259319e-01
4.250000000000000000e+00,1.032225053098149298e-01,0.000000000000000000e+00,4.838076504182259319e-01
4.500000000000000000e+00,1.019053212368982719e-01,0.000000000000000000e+00,4.838076504182259319e-01
4.750000000000000000e+00,1.035988364535721101e-01,0.000000000000000000e+00,4.838076504182259319e-01
5.000000000000000000e+00,9.832399217922424550e-02,0.000000000000000000e+00,4.838076504182259319e-01
5.250000000000000000e+00,9.258384601931986257e-02,0.000000000000000000e+00,4.838076504182259319e-01
5.500000000000000000e+00,8.894632274635647096e-02,0.000000000000000000e+00,4.838076504182259319e-01
5.750000000000000000e+00,8.637837650195293038e-02,0.000000000000000000e+00,4.838076504182259319e-01
6.000000000000000000e+00,8.301169356088862472e-02,0.000000000000000000e+00,4.838076504182259319e-01
6.250000000000000000e+00,8.210713559194877942e-02,0.000000000000000000e+00,4.838076504182259319e-01
6.500000000000000000e+00,8.541196631823527730e-02,0.000000000000000000e+00,4.838076504182259319e-01
6.750000000000000000e+00,8.234230224565965151e-02,0.000000000000000000e+00,4.838076504182259319e-01
7.000000000000000000e+00,8.788729684544456522e-02,0.000000000000000000e+00,4.838076504182259319e-01
7.250000000000000000e+00,8.423852131456020798e-02,0.000000000000000000e+00,4.838076504182259319e-01
7.500000000000000000e+00,8.819965598258713846e-02,0.000000000000000000e+00,4.838076504182259319e-01
7.750000000000000000e+00,1.018145671202755204e-01,0.000000000000000000e+00,4.838076504182259319e-01
8.000000000000000000e+00,1.035846176870867802e-01,0.000000000000000000e+00,4.838076504182259319e-01
8.250000000000000000e+00,9.982322298809798156e-02,0.000000000000000000e+00,4.838076504182259319e-01
8.500000000000000000e+00,9.410185376559769554e-02,0.000000000000000000e+00,4.838076504182259319e-01
8.750000000000000000e+00,8.972239330827683212e-02,0.000000000000000000e+00,4.838076504182259319e-01
9.000000000000000000e+00,8.818360376786540944e-02,0.000000000000000000e+00,4.838076504182259319e-01
9.250000000000000000e+00,9.133370682746362601e-02,0.000000000000000000e+00,4.838076504182259319e-01
9.500000000000000000e+00,9.866554948534782266e-02,0.000000000000000000e+00,4.838076504182259319e-01
9.750000000000000000e+00,1.036939240471418666e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.000000000000000000e+01,1.091990441414407154e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.025000000000000000e+01,1.148869679916039721e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.050000000000000000e+01,1.179816271884080586e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.075000000000000000e+01,1.242590583867443227e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.100000000000000000e+01,1.308135409950679506e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.125000000000000000e+01,1.352979403948387782e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.150000000000000000e+01,1.367093663347387356e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.175000000000000000e+01,1.378763396459477819e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.200000000000000000e+01,1.380328310398619140e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.225000000000000000e+01,1.369099036185765228e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.250000000000000000e+01,1.355684348224989455e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.275000000000000000e+01,1.391316075717364542e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.300000000000000000e+01,1.383670180411255834e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.325000000000000000e+01,1.307037312154594455e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.350000000000000000e+01,1.305561475343302857e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.375000000000000000e+01,1.267371472117660158e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.400000000000000000e+01,1.233071249212200488e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.425000000000000000e+01,1.195315454310134085e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.450000000000000000e+01,1.196982469446096625e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.475000000000000000e+01,1.236843295827223521e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.500000000000000000e+01,1.181728537672590423e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.525000000000000000e+01,1.116223562726441770e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.550000000000000000e+01,1.095534724218267808e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.575000000000000000e+01,1.033309252159781977e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.600000000000000000e+01,1.010291141486698990e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.625000000000000000e+01,1.031240586949160321e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.650000000000000000e+01,1.140835542681755133e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.675000000000000000e+01,1.218098633324578434e-01,0.000000000000000000e+00,4.838076504182259319e-01
1.700000000000000000e+01,1.232140038703402468e-01,0.000000000000000000e+00,4.838076504182259319e-01
